13	142+1455	0	99830	1	51073at50557_520822_0:000714|STRG.349.1|+|953|2.254e-279|1|142|1596|142[142]:1596[1596]:1455[1455]
14	0+1275	0	30327	1	56276at50557_456900_0:000b7d|STRG.367.1|+|816|3.927e-238|1|0|1274|0[0]:1274[1274]:1275[1275]
16	943+447	0	54511	1	120473at50557_1041015_0:0012df|STRG.410.2|+|121|6.456e-29|1|943|1389|943[943]:1389[1389]:447[447]
33	499+765	0	3619	1	57980at50557_7038_0:000334|STRG.790.1|+|148|4.81e-37|1|499|1263|499[499]:1263[1263]:765[765]
34	238+733	0	69568	1	98712at50557_286306_0:001d79|STRG.815.1|+|259|1.853e-70|2|238|970|238[238]:468[468]:231[231]|602[602]:970[970]:369[369]
38	150+243	0	6690	1	129956at50557_441921_0:0017da|STRG.888.1|+|49|3.049e-07|1|150|392|150[150]:392[392]:243[243]
39	441-441	0	85229	-1	89317at50557_104421_0:00067b|STRG.908.1|-|338|3.065e-94|1|1|441|441[441]:1[1]:441[441]
44	0+630	0	166412	1	107205at50557_609295_0:0023b0|STRG.1009.1|+|417|5.071e-118|1|0|629|0[0]:629[629]:630[630]
48	1573+912	0	69270	1	91957at50557_7004_0:002008|STRG.1086.3|+|291|4.314e-80|2|1573|2484|1573[1573]:1893[1893]:321[321]|1915[1915]:2484[2484]:570[570]
56	235+792	0	89888	1	72511at50557_123851_0:002526|STRG.1255.4|+|272|2.262e-74|1|235|1026|235[235]:1026[1026]:792[792]
62	701+870	0	69481	1	9680at50557_680683_0:003115|STRG.1385.1|+|368|2.855e-103|1|701|1570|701[701]:1570[1570]:870[870]
64	0+834	0	38350	1	118459at50557_520822_0:000501|STRG.1424.1|+|547|3.725e-157|1|0|833|0[0]:833[833]:834[834]
67	2140+945	0	159507	1	70721at50557_7038_0:001749|STRG.1485.3|+|135|3.94e-33|1|2140|3084|2140[2140]:3084[3084]:945[945]
69	57+375	0	96919	1	110125at50557_224129_0:002918|STRG.1522.1|+|55|4.763e-09|1|57|431|57[57]:431[431]:375[375]
70	39+735	0	60304	1	130932at50557_222816_0:001ccf|STRG.1546.1|+|91|6.932e-20|1|39|773|39[39]:773[773]:735[735]
71	408+1056	0	104882	1	42648at50557_104421_0:001a18|STRG.1575.1|+|152|3.006e-38|1|408|1463|408[408]:1463[1463]:1056[1056]
74	0+291	0	22215	1	117699at50557_29053_0:002b56|STRG.1630.2|+|178|4.48e-46|1|0|290|0[0]:290[290]:291[291]
77	949+1686	0	130857	1	20515at50557_516756_0:001432|STRG.1694.1|+|229|1.989e-61|1|949|2634|949[949]:2634[2634]:1686[1686]
80	2054+555	0	71790	1	17813at50557_378494_0:006207|STRG.1761.3|+|114|8.263e-27|1|2054|2608|2054[2054]:2608[2608]:555[555]
83	36+3237	0	2822	1	36185at50557_113334_0:001fef|STRG.1816.1|+|232|2.487e-62|1|36|3272|36[36]:3272[3272]:3237[3237]
84	144+732	0	129139	1	111706at50557_143995_0:0021f3|STRG.1837.1|+|140|1.231e-34|1|144|875|144[144]:875[875]:732[732]
86	9+2796	0	45213	1	22862at50557_139723_0:0002ee|STRG.1869.2|+|762|7.075e-222|1|9|2804|9[9]:2804[2804]:2796[2796]
88	410+663	0	139402	1	101706at50557_132113_0:000548|STRG.1914.2|+|93|1.733e-20|1|410|1072|410[410]:1072[1072]:663[663]
92	177+1293	0	158018	1	30211at50557_42026_0:0016fc|STRG.1995.4|+|220|1.019e-58|1|177|1469|177[177]:1469[1469]:1293[1293]
95	795+774	0	159886	1	80377at50557_1049336_0:003ca8|STRG.2058.2|+|54|9.527e-09|1|795|1568|795[795]:1568[1568]:774[774]
102	683+1211	0	81277	1	119905at50557_28612_0:000da0|STRG.2196.2|+|254|5.929e-69|3|683|1893|683[683]:1153[1153]:471[471]|1187[1187]:1456[1456]:270[270]|1558[1558]:1893[1893]:336[336]
104	1026+819	0	43307	1	109656at50557_43041_0:00276b|STRG.2227.2|+|115|4.132e-27|1|1026|1844|1026[1026]:1844[1844]:819[819]
104	717+1131	0	161195	1	109656at50557_7375_0:0039c7|STRG.2227.2|+|101|6.769e-23|1|717|1847|717[717]:1847[1847]:1131[1131]
108	1038+288	0	77966	1	39871at50557_1155016_0:0008ce|STRG.2305.6|+|62|3.721e-11|1|1038|1325|1038[1038]:1325[1325]:288[288]
119	300+354	0	28124	1	129956at50557_112268_0:002589|STRG.2534.2|+|57|1.191e-09|1|300|653|300[300]:653[653]:354[354]
119	540+153	0	151373	1	129956at50557_38123_0:0017f4|STRG.2534.2|+|57|1.191e-09|1|540|692|540[540]:692[692]:153[153]
121	50+2055	0	93572	1	26645at50557_520822_0:000bff|STRG.2573.2|+|1265|0|1|50|2104|50[50]:2104[2104]:2055[2055]
126	100+1166	0	69039	1	86748at50557_1049336_0:002fbf|STRG.2691.2|+|543|5.961e-156|2|100|1265|100[100]:471[471]:372[372]|528[531]:1265[1265]:738[735]
128	473+345	0	66762	1	26432at50557_1507135_0:0025ae|STRG.2745.3|+|62|3.721e-11|1|473|817|473[473]:817[817]:345[345]
128	1478+795	0	90418	1	8547at50557_74869_0:0028a5|STRG.2745.3|+|113|1.653e-26|1|1478|2272|1478[1478]:2272[2272]:795[795]
137	24+411	0	31363	1	8280at50557_29031_0:000e32|STRG.2904.3|+|88|5.545e-19|1|24|434|24[24]:434[434]:411[411]
141	1074+618	0	46032	1	45204at50557_7536_0:003971|STRG.2976.7|+|164|7.339e-42|1|1074|1691|1074[1074]:1691[1691]:618[618]
143	806+1545	0	125575	1	22613at50557_110193_0:000bc8|STRG.3016.1|+|287|6.902e-79|1|806|2350|806[806]:2350[2350]:1545[1545]
160	1173+582	0	110121	1	39871at50557_6973_0:00534b|STRG.3418.2|+|68|5.815e-13|1|1173|1754|1173[1173]:1754[1754]:582[582]
