33	499+762	0	1039	1	65033at50557_133901_0:0012ba|STRG.790.1|+|109|2.282e-26|1|499|1260|499[499]:1260[1260]:762[762]
33	1378+267	0	11062	1	12555at50557_121845_0:00419d|STRG.790.1|+|50|1.316e-08|1|1378|1644|1378[1378]:1644[1644]:267[267]
38	150+243	0	6162	1	129956at50557_37344_0:0029cb|STRG.888.1|+|50|1.316e-08|1|150|392|150[150]:392[392]:243[243]
56	235+792	0	10155	1	72511at50557_123851_0:002526|STRG.1255.4|+|272|1.952e-75|1|235|1026|235[235]:1026[1026]:792[792]
80	2198+435	0	11268	1	65033at50557_121845_0:002b39|STRG.1761.3|+|78|4.901e-17|1|2198|2632|2198[2198]:2632[2632]:435[435]
95	912+714	0	2877	1	37475at50557_1218281_0:002bc6|STRG.2058.2|+|43|1.684e-06|1|912|1625|912[912]:1625[1625]:714[714]
108	1488+192	0	11640	1	60720at50557_7004_0:004a43|STRG.2305.6|+|35|0.0004311|1|1488|1679|1488[1488]:1679[1679]:192[192]
119	540+153	0	8057	1	129956at50557_38123_0:0017f4|STRG.2534.2|+|57|1.028e-10|1|540|692|540[540]:692[692]:153[153]
119	300+354	0	11462	1	129956at50557_112268_0:002589|STRG.2534.2|+|57|1.028e-10|1|300|653|300[300]:653[653]:354[354]
128	1427+819	0	661	1	65033at50557_30023_0:0018ca|STRG.2745.3|+|102|2.921e-24|1|1427|2245|1427[1427]:2245[2245]:819[819]
146	48+300	0	4830	1	65033at50557_378494_0:007291|STRG.3077.1|+|58|5.139e-11|1|48|347|48[48]:347[347]:300[300]
160	1491+159	0	11640	1	60720at50557_7004_0:004a43|STRG.3418.2|+|40|1.347e-05|1|1491|1649|1491[1491]:1649[1649]:159[159]
177	1231+846	0	288	1	65980at50557_7493_0:002820|STRG.3747.1|+|42|3.368e-06|1|1231|2076|1231[1231]:2076[2076]:846[846]
189	3800+588	0	5696	1	10394at50557_7536_0:0020dc|STRG.3996.1|+|67|1.004e-13|1|3800|4387|3800[3800]:4387[4387]:588[588]
223	484+858	0	11989	1	48053at50557_568069_0:0022d9|STRG.4684.1|+|69|2.509e-14|1|484|1341|484[484]:1341[1341]:858[858]
249	184+558	0	1420	1	65033at50557_6973_0:001383|STRG.5180.1|+|44|8.42e-07|1|184|741|184[184]:741[741]:558[558]
250	60+1548	0	11808	1	12236at50557_7536_0:0047e8|STRG.5194.1|+|87|9.572e-20|1|60|1607|60[60]:1607[1607]:1548[1548]
252	734+555	0	11268	1	65033at50557_121845_0:002b39|STRG.5227.1|+|66|2.007e-13|1|734|1288|734[734]:1288[1288]:555[555]
274	3575+210	0	9951	1	129956at50557_222816_0:00218d|STRG.5733.4|+|54|8.223e-10|1|3575|3784|3575[3575]:3784[3784]:210[210]
296	739+966	0	2029	1	14133at50557_286706_0:001942|STRG.6176.1|+|69|2.509e-14|1|739|1704|739[739]:1704[1704]:966[966]
298	18+831	0	8242	1	65033at50557_7230_0:002928|STRG.6227.2|+|156|1.622e-40|1|18|848|18[18]:848[848]:831[831]
300	406+627	0	11819	1	12555at50557_28612_0:005596|STRG.6269.1|+|85|3.829e-19|1|406|1032|406[406]:1032[1032]:627[627]
317	102+282	0	8437	1	129956at50557_7159_0:0030fc|STRG.6610.4|+|46|2.105e-07|1|102|383|102[102]:383[383]:282[282]
318	399+909	0	10855	1	48053at50557_52612_0:000a84|STRG.6627.1|+|53|1.645e-09|1|399|1307|399[399]:1307[1307]:909[909]
321	4004+612	0	8239	1	65033at50557_1049336_0:002691|STRG.6686.2|+|71|6.273e-15|1|4004|4615|4004[4004]:4615[4615]:612[612]
349	1659+777	0	1418	1	65033at50557_136037_0:0017d6|STRG.7266.1|+|93|1.496e-21|1|1659|2435|1659[1659]:2435[2435]:777[777]
357	951+441	0	10526	1	68599at50557_45779_0:00011e|STRG.7420.1|+|71|6.273e-15|1|951|1391|951[951]:1391[1391]:441[441]
359	19+648	0	10870	1	54419at50557_197043_0:005ea2|STRG.7469.1|+|201|4.609e-54|1|19|666|19[19]:666[666]:648[648]
369	6+222	0	6162	1	129956at50557_37344_0:0029cb|STRG.7686.1|+|48|5.263e-08|1|6|227|6[6]:227[227]:222[222]
370	9+264	0	11425	1	122192at50557_52612_0:000594|STRG.7698.4|+|59|2.57e-11|1|9|272|9[9]:272[272]:264[264]
387	41+603	0	6723	1	65033at50557_1041015_0:00098e|STRG.8011.4|+|120|1.114e-29|1|41|643|41[41]:643[643]:603[603]
390	219+855	0	662	1	65033at50557_69004_0:0001d8|STRG.8072.1|+|126|1.741e-31|1|219|1073|219[219]:1073[1073]:855[855]
401	845+2578	0	11648	1	65033at50557_64838_0:001c6d|STRG.8291.1|+|120|1.114e-29|2|845|3422|845[845]:1702[1702]:858[858]|3363[3378]:3422[3422]:60[45]
406	103+342	0	4208	1	117348at50557_1218281_0:0006e6|STRG.8386.1|+|34|0.0008622|1|103|444|103[103]:444[444]:342[342]
458	117+1143	0	592	1	35385at50557_319348_0:002dcd|STRG.9429.1|+|214|5.626e-58|1|117|1259|117[117]:1259[1259]:1143[1143]
491	51+657	0	11647	1	65033at50557_29053_0:000cf5|STRG.10078.1|+|108|4.565e-26|1|51|707|51[51]:707[707]:657[657]
500	366+1329	0	2487	1	35385at50557_37001_0:001231|STRG.10295.1|+|641|1.623e-186|1|366|1694|366[366]:1694[1694]:1329[1329]
542	201+1185	0	6635	1	25718at50557_1629725_0:002070|STRG.11175.2|+|99|2.337e-23|1|201|1385|201[201]:1385[1385]:1185[1185]
550	1640+291	0	10331	1	129956at50557_7176_0:003daf|STRG.11328.1|+|54|8.223e-10|1|1640|1930|1640[1640]:1930[1930]:291[291]
566	207+498	0	8447	1	132051at50557_13249_0:000c55|STRG.11722.1|+|47|1.053e-07|1|207|704|207[207]:704[704]:498[498]
575	1135+315	0	10980	1	98887at50557_74869_0:002d49|STRG.11917.1|+|52|3.289e-09|1|1135|1449|1135[1135]:1449[1449]:315[315]
585	141+402	0	1176	1	117348at50557_104688_0:0004f3|STRG.12142.1|+|59|2.57e-11|1|141|542|141[141]:542[542]:402[402]
599	588+297	0	6162	1	129956at50557_37344_0:0029cb|STRG.12433.1|+|58|5.139e-11|1|588|884|588[588]:884[884]:297[297]
626	4525+825	0	9379	1	65033at50557_7274_0:000406|STRG.12985.1|+|84|7.658e-19|1|4525|5349|4525[4525]:5349[5349]:825[825]
635	289+204	0	8057	1	129956at50557_38123_0:0017f4|STRG.13161.1|+|61|6.424e-12|1|289|492|289[289]:492[492]:204[204]
683	457+1605	0	571	1	25718at50557_121845_0:004b22|STRG.14138.1|+|125|3.482e-31|1|457|2061|457[457]:2061[2061]:1605[1605]
691	1638+729	0	605	1	37475at50557_39758_0:000c43|STRG.14307.3|+|38|5.389e-05|1|1638|2366|1638[1638]:2366[2366]:729[729]
696	1414+558	0	245	1	48053at50557_168631_0:000bf2|STRG.14395.1|+|44|8.42e-07|1|1414|1971|1414[1414]:1971[1971]:558[558]
712	3459+1101	0	2441	1	1593at50557_7004_0:003ace|STRG.14729.3|+|96|1.87e-22|1|3459|4559|3459[3459]:4559[4559]:1101[1101]
712	43+2166	0	2442	1	1593at50557_7536_0:00266e|STRG.14729.3|+|201|4.609e-54|1|43|2208|43[43]:2208[2208]:2166[2166]
722	707+786	0	8183	1	37475at50557_144034_0:000f95|STRG.14964.2|+|474|3.037e-136|1|707|1492|707[707]:1492[1492]:786[786]
739	465+615	0	6897	1	12555at50557_197043_0:003291|STRG.15326.6|+|77|9.802e-17|1|465|1079|465[465]:1079[1079]:615[615]
744	75+467	0	1655	1	144343at50557_67767_0:003191|STRG.15439.1|+|206|1.44e-55|3|75|541|75[75]:149[149]:75[75]|231[231]:338[338]:108[108]|428[428]:541[541]:114[114]
749	0+616	0	4842	1	68599at50557_307658_0:0019aa|STRG.15530.1|+|382|1.504e-108|2|0|615|0[0]:80[80]:81[81]|106[106]:615[615]:510[510]
763	153+840	0	2934	1	65033at50557_144034_0:000631|STRG.15822.1|+|34|0.0008622|1|153|992|153[153]:992[992]:840[840]
788	592+423	0	11268	1	65033at50557_121845_0:002b39|STRG.16309.2|+|54|8.223e-10|1|592|1014|592[592]:1014[1014]:423[423]
807	583+1047	0	8700	1	966at50557_1218281_0:0025fb|STRG.16677.5|+|159|2.027e-41|1|583|1629|583[583]:1629[1629]:1047[1047]
